BULTEN_NO,BT_BILG_MASAUSTU,BT_BILG_DIZUSTU,BT_TABLET,BT_TEL_CEP,BT_DIGER_CIHAZ,SON_KULLANIM_ETICARET,YAS,hane_aylik_gelir_grp_5,E_TICARET_YAPTI_MI
12898,2,2,2,1,1,90.0,60,1,0
12898,2,2,2,1,1,1.0,17,1,1
12899,2,1,2,1,1,90.0,54,2,0
12899,2,1,2,1,1,90.0,18,2,0
12899,2,1,2,1,1,90.0,48,2,0
12901,2,2,2,1,2,1.0,24,4,1
12902,2,2,2,1,2,1.0,72,1,1
12903,2,1,2,1,2,90.0,49,1,0
12903,2,1,2,1,2,1.0,20,1,1
12903,2,1,2,1,2,90.0,50,1,0
12903,2,1,2,1,2,1.0,22,1,1
12904,2,2,1,1,2,90.0,67,3,0
12904,2,2,1,1,2,1.0,39,3,1
12904,2,2,1,1,2,90.0,60,3,0
12905,2,2,2,1,2,90.0,66,3,0
12906,2,2,2,1,2,90.0,32,1,0
12906,2,2,2,1,2,90.0,53,1,0
12907,2,2,1,1,2,1.0,34,5,1
12907,2,2,1,1,2,90.0,31,5,0
12908,2,2,2,1,2,90.0,67,2,0
12909,1,2,2,1,2,90.0,61,3,0
12909,1,2,2,1,2,90.0,29,3,0
12911,2,2,2,1,2,1.0,48,1,1
12912,2,1,2,1,1,3.0,63,5,1
12912,2,1,2,1,1,90.0,56,5,0
12913,1,2,2,1,1,1.0,29,4,1
12913,1,2,2,1,1,1.0,28,4,1
12914,1,1,1,1,1,1.0,33,5,1
12915,2,2,1,1,1,1.0,35,4,1
12915,2,2,1,1,1,1.0,34,4,1
12916,2,1,2,1,2,1.0,39,3,1
12916,2,1,2,1,2,1.0,34,3,1
12917,2,1,2,1,1,90.0,69,3,0
12917,2,1,2,1,1,90.0,64,3,0
12917,2,1,2,1,1,1.0,23,3,1
12918,2,2,2,1,1,90.0,59,1,0
12918,2,2,2,1,1,3.0,52,1,1
12918,2,2,2,1,1,1.0,50,1,1
12919,1,2,2,1,1,1.0,26,4,1
12919,1,2,2,1,1,1.0,24,4,1
129110,1,1,2,1,1,3.0,68,5,1
129110,1,1,2,1,1,90.0,67,5,0
129110,1,1,2,1,1,90.0,39,5,0
12921,2,2,2,1,1,1.0,30,3,1
12921,2,2,2,1,1,1.0,24,3,1
12922,2,2,2,1,2,1.0,28,5,1
12922,2,2,2,1,2,90.0,49,5,0
12924,1,1,2,1,2,1.0,44,5,1
12924,1,1,2,1,2,1.0,43,5,1
12925,2,1,1,1,1,1.0,35,3,1
12926,1,2,1,1,2,1.0,43,5,1
12927,1,2,2,1,2,1.0,66,3,1
12927,1,2,2,1,2,1.0,60,3,1
12928,2,1,2,1,1,90.0,47,5,0
12929,2,2,2,1,2,1.0,55,2,1
12929,2,2,2,1,2,90.0,52,2,0
129210,1,1,1,1,1,1.0,52,5,1
129210,1,1,1,1,1,1.0,51,5,1
12931,2,2,2,1,1,90.0,61,3,0
12931,2,2,2,1,1,90.0,58,3,0
12932,2,2,2,1,2,90.0,29,4,0
12932,2,2,2,1,2,90.0,54,4,0
12933,2,2,2,1,2,1.0,50,2,1
12934,1,2,2,1,1,1.0,27,5,1
12934,1,2,2,1,1,2.0,29,5,1
12935,2,2,2,1,2,90.0,47,3,0
12936,1,1,1,1,2,90.0,49,4,0
12936,1,1,1,1,2,3.0,41,4,1
12937,2,2,1,1,2,90.0,48,3,0
12937,2,2,1,1,2,1.0,21,3,1
12937,2,2,1,1,2,90.0,42,3,0
12937,2,2,1,1,2,1.0,18,3,1
12938,1,2,2,1,2,90.0,47,2,0
12938,1,2,2,1,2,90.0,42,2,0
12939,2,1,2,1,1,1.0,37,4,1
12939,2,1,2,1,1,1.0,36,4,1
129310,2,2,2,1,1,2.0,40,4,1
129310,2,2,2,1,1,90.0,32,4,0
12941,2,1,1,1,2,1.0,51,4,1
12941,2,1,1,1,2,1.0,18,4,1
12941,2,1,1,1,2,1.0,45,4,1
12943,1,1,1,1,2,1.0,42,3,1
12943,1,1,1,1,2,90.0,41,3,0
12943,1,1,1,1,2,90.0,18,3,0
12946,2,2,2,1,2,1.0,23,4,1
12946,2,2,2,1,2,3.0,21,4,1
12947,2,1,2,1,1,90.0,27,4,0
12947,2,1,2,1,1,1.0,28,4,1
12948,2,1,2,1,2,90.0,51,3,0
12948,2,1,2,1,2,90.0,19,3,0
12948,2,1,2,1,2,90.0,48,3,0
12948,2,1,2,1,2,1.0,24,3,1
12949,2,2,1,1,2,3.0,37,4,1
12949,2,2,1,1,2,2.0,42,4,1
12949,2,2,1,1,2,2.0,16,4,1
12952,2,2,2,1,2,3.0,50,1,1
12952,2,2,2,1,2,90.0,50,1,0
12953,2,2,2,1,2,90.0,57,3,0
12953,2,2,2,1,2,90.0,53,3,0
12954,2,2,1,1,2,90.0,39,2,0
12954,2,2,1,1,2,3.0,32,2,1
12955,1,1,1,1,2,1.0,48,5,1
12955,1,1,1,1,2,90.0,43,5,0
12955,1,1,1,1,2,1.0,24,5,1
12955,1,1,1,1,2,1.0,22,5,1
12957,1,2,2,1,2,3.0,60,4,1
12957,1,2,2,1,2,3.0,33,4,1
12957,1,2,2,1,2,90.0,55,4,0
12958,2,1,2,1,1,1.0,35,4,1
12958,2,1,2,1,1,1.0,34,4,1
129510,2,2,2,1,2,90.0,62,3,0
129510,2,2,2,1,2,90.0,61,3,0
12961,2,2,2,1,2,90.0,55,1,0
12963,2,1,2,1,1,1.0,29,4,1
12964,2,1,2,1,2,3.0,48,4,1
12964,2,1,2,1,2,3.0,41,4,1
12964,2,1,2,1,2,1.0,17,4,1
12965,2,2,2,1,2,90.0,62,4,0
12965,2,2,2,1,2,90.0,61,4,0
12965,2,2,2,1,2,1.0,37,4,1
12966,2,1,1,1,1,1.0,33,5,1
12966,2,1,1,1,1,1.0,26,5,1
12967,2,2,2,1,2,90.0,65,2,0
12968,2,2,2,1,2,3.0,72,1,1
12969,2,2,2,1,1,90.0,41,3,0
12969,2,2,2,1,1,90.0,17,3,0
12969,2,2,2,1,1,90.0,42,3,0
129610,2,2,2,1,2,90.0,59,1,0
12971,2,1,2,1,1,1.0,40,4,1
12971,2,1,2,1,1,90.0,33,4,0
12972,2,2,1,1,1,90.0,53,5,0
12972,2,2,1,1,1,1.0,29,5,1
12973,2,2,2,1,2,1.0,57,1,1
12974,2,2,2,1,2,90.0,62,2,0
12975,2,2,1,1,2,1.0,40,1,1
12976,1,2,2,1,1,1.0,46,1,1
12977,2,2,2,1,2,1.0,41,3,1
12977,2,2,2,1,2,1.0,33,3,1
12978,2,1,1,1,2,1.0,50,1,1
12978,2,1,1,1,2,1.0,16,1,1
12979,2,1,1,1,1,2.0,56,4,1
12979,2,1,1,1,1,1.0,49,4,1
129710,2,2,2,1,2,1.0,28,5,1
12981,2,1,1,1,1,1.0,43,4,1
12981,2,1,1,1,1,1.0,20,4,1
12982,2,2,2,1,2,90.0,66,2,0
12983,2,2,2,1,1,90.0,62,4,0
12983,2,2,2,1,1,90.0,32,4,0
12983,2,2,2,1,1,1.0,55,4,1
12984,2,2,2,1,2,90.0,60,4,0
12984,2,2,2,1,2,90.0,52,4,0
12985,2,1,2,1,2,1.0,46,1,1
12986,1,1,2,1,1,1.0,44,4,1
12987,2,2,2,1,1,1.0,50,4,1
12987,2,2,2,1,1,1.0,18,4,1
12987,2,2,2,1,1,90.0,36,4,0
12988,2,1,1,1,2,1.0,40,4,1
12988,2,1,1,1,2,1.0,39,4,1
12989,1,1,1,1,1,3.0,45,5,1
12989,1,1,1,1,1,1.0,42,5,1
129810,2,2,1,1,1,90.0,42,4,0
129810,2,2,1,1,1,1.0,39,4,1
12991,2,2,2,1,2,90.0,73,1,0
12993,2,2,2,1,2,90.0,60,1,0
12993,2,2,2,1,2,2.0,59,1,1
12994,2,2,2,1,2,90.0,24,1,0
12995,2,2,1,1,1,90.0,22,1,0
12996,2,2,2,1,2,90.0,52,1,0
12997,2,1,2,1,2,1.0,28,3,1
129910,2,2,2,1,2,90.0,25,1,0
13001,2,2,1,1,2,90.0,59,1,0
13001,2,2,1,1,2,90.0,58,1,0
13002,2,2,2,1,2,90.0,56,2,0
13004,2,2,2,1,2,1.0,25,4,1
13004,2,2,2,1,2,2.0,20,4,1
13006,2,2,2,1,2,90.0,44,2,0
13007,2,2,2,1,1,90.0,60,4,0
130010,2,2,2,1,1,90.0,51,5,0
13011,2,1,1,1,1,1.0,42,5,1
13011,2,1,1,1,1,1.0,40,5,1
13011,2,1,1,1,1,1.0,16,5,1
13012,1,2,2,1,1,1.0,41,3,1
13012,1,2,2,1,1,1.0,30,3,1
13013,2,1,1,1,1,1.0,23,3,1
13014,2,2,2,1,1,90.0,56,3,0
13015,2,2,2,1,1,90.0,50,2,0
13015,2,2,2,1,1,1.0,45,2,1
13016,2,2,2,1,1,90.0,58,5,0
13016,2,2,2,1,1,1.0,26,5,1
13016,2,2,2,1,1,1.0,46,5,1
13016,2,2,2,1,1,2.0,25,5,1
13016,2,2,2,1,1,1.0,18,5,1
13016,2,2,2,1,1,1.0,72,5,1
13017,2,2,2,1,1,90.0,72,4,0
13017,2,2,2,1,1,1.0,39,4,1
13017,2,2,2,1,1,90.0,64,4,0
13018,1,2,2,1,2,90.0,60,3,0
13018,1,2,2,1,2,90.0,41,3,0
13019,2,2,2,1,1,1.0,25,2,1
130110,2,1,2,1,1,1.0,46,3,1
130110,2,1,2,1,1,1.0,43,3,1
13021,1,1,1,1,1,1.0,36,5,1
13022,1,1,1,1,1,90.0,48,4,0
13022,1,1,1,1,1,1.0,18,4,1
13023,1,2,1,1,1,1.0,41,5,1
13023,1,2,1,1,1,1.0,33,5,1
13024,2,1,2,1,1,90.0,32,3,0
13024,2,1,2,1,1,1.0,28,3,1
13025,1,1,2,1,1,90.0,57,5,0
13025,1,1,2,1,1,1.0,25,5,1
13025,1,1,2,1,1,90.0,51,5,0
13025,1,1,2,1,1,1.0,28,5,1
13026,2,2,2,1,2,3.0,39,5,1
13026,2,2,2,1,2,1.0,36,5,1
13027,1,1,1,1,1,1.0,36,5,1
13027,1,1,1,1,1,1.0,32,5,1
13028,2,1,1,1,1,1.0,39,4,1
13028,2,1,1,1,1,1.0,31,4,1
13029,2,1,1,1,1,1.0,49,5,1
13029,2,1,1,1,1,1.0,48,5,1
13029,2,1,1,1,1,1.0,20,5,1
13029,2,1,1,1,1,1.0,33,5,1
130210,1,1,1,1,1,1.0,51,5,1
130210,1,1,1,1,1,1.0,42,5,1
13031,1,2,2,1,2,90.0,42,5,0
13031,1,2,2,1,2,1.0,38,5,1
13031,1,2,2,1,2,1.0,16,5,1
13032,1,2,2,1,2,1.0,48,4,1
13033,2,2,1,1,2,90.0,41,2,0
13034,1,1,1,1,2,1.0,41,1,1
13035,2,1,1,1,2,1.0,26,1,1
13036,1,1,2,1,1,1.0,40,5,1
13037,2,2,1,1,1,1.0,31,5,1
13037,2,2,1,1,1,1.0,30,5,1
13038,2,1,1,1,2,1.0,45,5,1
13038,2,1,1,1,2,1.0,42,5,1
130310,1,1,1,1,1,3.0,38,3,1
130310,1,1,1,1,1,1.0,33,3,1
13041,1,1,1,1,1,1.0,24,4,1
13042,2,2,2,1,1,1.0,35,4,1
13042,2,2,2,1,1,1.0,30,4,1
13043,2,1,2,1,1,1.0,35,5,1
13043,2,1,2,1,1,1.0,30,5,1
13044,2,2,2,1,1,1.0,33,5,1
13044,2,2,2,1,1,1.0,30,5,1
13045,2,1,2,1,1,1.0,47,5,1
13045,2,1,2,1,1,1.0,40,5,1
13046,2,2,2,1,2,3.0,63,4,1
13046,2,2,2,1,2,90.0,62,4,0
13047,2,2,2,1,2,1.0,24,2,1
13048,1,2,2,1,1,3.0,64,2,1
13049,2,2,2,1,1,90.0,65,4,0
13049,2,2,2,1,1,90.0,57,4,0
130410,2,1,1,1,1,1.0,40,5,1
130410,2,1,1,1,1,1.0,36,5,1
13051,2,2,2,1,1,1.0,48,3,1
13052,2,2,2,1,2,90.0,63,4,0
13053,2,2,2,1,1,90.0,54,1,0
13053,2,2,2,1,1,90.0,52,1,0
13057,2,2,2,1,2,90.0,61,1,0
13057,2,2,2,1,2,90.0,60,1,0
13058,2,2,2,1,2,1.0,46,4,1
13059,2,2,2,1,1,2.0,48,2,1
13059,2,2,2,1,1,90.0,23,2,0
130510,2,2,1,1,1,1.0,38,2,1
130510,2,2,1,1,1,1.0,28,2,1
13061,1,2,2,1,1,90.0,47,4,0
13061,1,2,2,1,1,90.0,20,4,0
13061,1,2,2,1,1,1.0,45,4,1
13063,2,2,2,1,1,90.0,68,2,0
13066,2,2,2,1,2,90.0,60,1,0
13067,1,2,2,1,1,2.0,20,4,1
13067,1,2,2,1,1,90.0,40,4,0
13068,1,1,1,1,1,1.0,35,5,1
13068,1,1,1,1,1,1.0,33,5,1
13069,2,2,1,1,1,1.0,41,3,1
13069,2,2,1,1,1,1.0,34,3,1
13071,2,1,1,1,1,1.0,34,5,1
13072,2,2,2,1,1,90.0,54,5,0
13073,2,2,2,1,1,1.0,38,4,1
13073,2,2,2,1,1,2.0,38,4,1
13074,2,1,1,1,1,3.0,43,4,1
13075,2,1,2,1,1,1.0,20,2,1
13075,2,1,2,1,1,90.0,17,2,0
13077,1,1,2,1,1,1.0,27,3,1
13078,2,2,2,1,2,90.0,42,1,0
13079,2,1,2,1,2,90.0,59,4,0
130710,2,2,2,1,1,1.0,27,1,1
130710,2,2,2,1,1,1.0,21,1,1
13082,2,1,2,1,1,90.0,46,4,0
13082,2,1,2,1,1,1.0,20,4,1
13082,2,1,2,1,1,90.0,43,4,0
13083,2,1,2,1,2,90.0,43,4,0
13083,2,1,2,1,2,90.0,41,4,0
13084,1,2,2,1,1,1.0,30,1,1
13085,2,2,2,1,2,1.0,44,2,1
13085,2,2,2,1,2,1.0,36,2,1
13085,2,2,2,1,2,1.0,17,2,1
13086,2,2,2,1,2,90.0,41,3,0
13086,2,2,2,1,2,1.0,18,3,1
13086,2,2,2,1,2,90.0,40,3,0
13086,2,2,2,1,2,2.0,17,3,1
13087,2,1,2,1,2,1.0,40,4,1
13087,2,1,2,1,2,90.0,38,4,0
13087,2,1,2,1,2,2.0,16,4,1
13088,2,1,1,1,1,90.0,41,2,0
13088,2,1,1,1,1,1.0,34,2,1
13089,2,2,2,1,2,90.0,56,4,0
130810,2,2,2,1,1,1.0,42,2,1
130810,2,2,2,1,1,90.0,41,2,0
13093,2,2,2,1,2,1.0,31,2,1
13094,1,2,1,1,1,1.0,25,3,1
13094,1,2,1,1,1,90.0,53,3,0
13097,2,1,2,1,1,90.0,58,1,0
13101,2,2,1,1,1,2.0,39,3,1
13101,2,2,1,1,1,90.0,29,3,0
13102,2,1,2,1,1,1.0,47,5,1
13102,2,1,2,1,1,90.0,46,5,0
13103,2,2,1,1,1,2.0,36,2,1
13103,2,2,1,1,1,2.0,33,2,1
13104,2,2,1,1,2,90.0,38,4,0
13104,2,2,1,1,2,2.0,39,4,1
13105,2,1,2,1,1,90.0,31,4,0
13105,2,1,2,1,1,2.0,30,4,1
13106,2,2,2,1,2,1.0,64,4,1
13107,2,1,2,1,2,90.0,52,4,0
13107,2,1,2,1,2,90.0,44,4,0
13108,2,1,2,1,2,90.0,32,4,0
13109,1,2,1,1,1,1.0,48,4,1
13109,1,2,1,1,1,1.0,48,4,1
13109,1,2,1,1,1,1.0,19,4,1
131010,2,2,2,1,2,90.0,43,4,0
131010,2,2,2,1,2,90.0,44,4,0
131010,2,2,2,1,2,90.0,16,4,0
131010,2,2,2,1,2,90.0,16,4,0
13111,2,1,2,1,1,1.0,51,4,1
13111,2,1,2,1,1,1.0,17,4,1
13111,2,1,2,1,1,90.0,47,4,0
13113,2,1,2,1,1,90.0,48,4,0
13113,2,1,2,1,1,1.0,47,4,1
13113,2,1,2,1,1,1.0,23,4,1
13114,1,1,2,1,2,1.0,20,5,1
13114,1,1,2,1,2,90.0,48,5,0
13114,1,1,2,1,2,90.0,43,5,0
13115,2,2,2,1,1,90.0,60,5,0
13115,2,2,2,1,1,1.0,57,5,1
13115,2,2,2,1,1,1.0,26,5,1
13116,1,1,2,1,1,1.0,47,4,1
13116,1,1,2,1,1,1.0,19,4,1
13116,1,1,2,1,1,2.0,46,4,1
13117,2,2,2,1,2,90.0,51,4,0
13118,2,1,2,1,1,1.0,39,4,1
13118,2,1,2,1,1,1.0,31,4,1
13119,2,1,2,1,1,90.0,53,3,0
131110,2,1,1,1,1,1.0,43,5,1
131110,2,1,1,1,1,1.0,42,5,1
13122,2,2,2,1,2,1.0,23,4,1
13123,2,1,2,1,2,1.0,34,4,1
13125,2,2,2,1,2,90.0,23,1,0
13126,1,1,2,1,2,90.0,16,3,0
13126,1,1,2,1,2,90.0,42,3,0
13127,2,2,2,1,1,90.0,66,1,0
13127,2,2,2,1,1,90.0,61,1,0
13128,2,1,1,1,1,1.0,32,5,1
13129,1,2,2,1,2,90.0,43,1,0
13129,1,2,2,1,2,90.0,17,1,0
13129,1,2,2,1,2,90.0,16,1,0
13129,1,2,2,1,2,90.0,40,1,0
131210,2,2,2,1,2,1.0,52,1,1
13131,2,2,1,1,2,90.0,43,5,0
13131,2,2,1,1,2,1.0,42,5,1
13133,2,1,2,1,2,90.0,67,4,0
13133,2,1,2,1,2,1.0,38,4,1
13135,2,2,2,1,2,1.0,28,4,1
13135,2,2,2,1,2,1.0,25,4,1
13136,2,1,2,1,2,90.0,19,4,0
13138,2,2,2,1,2,90.0,34,1,0
13139,2,1,1,1,1,1.0,34,4,1
13139,2,1,1,1,1,1.0,29,4,1
131310,2,1,2,1,1,1.0,34,2,1
13141,2,2,2,1,2,90.0,48,5,0
13141,2,2,2,1,2,2.0,18,5,1
13141,2,2,2,1,2,90.0,23,5,0
13142,2,2,2,1,2,2.0,35,3,1
13142,2,2,2,1,2,90.0,31,3,0
13144,2,2,2,1,2,90.0,57,4,0
13144,2,2,2,1,2,90.0,30,4,0
13144,2,2,2,1,2,90.0,28,4,0
13144,2,2,2,1,2,90.0,24,4,0
13145,2,1,2,1,2,90.0,49,4,0
13145,2,1,2,1,2,1.0,18,4,1
13145,2,1,2,1,2,90.0,41,4,0
13146,1,2,2,1,2,90.0,41,2,0
13146,1,2,2,1,2,2.0,35,2,1
13147,1,2,1,1,2,90.0,43,3,0
13147,1,2,1,1,2,90.0,42,3,0
13147,1,2,1,1,2,2.0,17,3,1
131410,1,2,2,1,2,3.0,31,3,1
131410,1,2,2,1,2,90.0,29,3,0
13153,2,2,2,1,2,90.0,57,3,0
13153,2,2,2,1,2,90.0,57,3,0
13154,2,1,2,1,1,1.0,41,4,1
13154,2,1,2,1,1,1.0,33,4,1
13155,1,2,2,1,1,2.0,51,3,1
13155,1,2,2,1,1,90.0,42,3,0
13157,2,2,2,1,1,90.0,67,1,0
13158,2,1,2,1,1,90.0,62,4,0
13158,2,1,2,1,1,1.0,26,4,1
13158,2,1,2,1,1,90.0,56,4,0
13159,2,2,2,1,1,90.0,64,3,0
13159,2,2,2,1,1,90.0,61,3,0
131510,1,1,2,1,1,90.0,53,4,0
131510,1,1,2,1,1,1.0,26,4,1
13161,2,2,2,1,1,2.0,60,4,1
13161,2,2,2,1,1,2.0,53,4,1
13161,2,2,2,1,1,2.0,32,4,1
13162,2,2,1,1,1,90.0,40,3,0
13162,2,2,1,1,1,90.0,36,3,0
13163,2,2,2,1,1,90.0,71,4,0
13163,2,2,2,1,1,90.0,66,4,0
13163,2,2,2,1,1,90.0,23,4,0
13164,2,1,2,1,1,90.0,54,4,0
13164,2,1,2,1,1,90.0,42,4,0
13164,2,1,2,1,1,1.0,19,4,1
13165,2,1,1,1,1,90.0,44,4,0
13165,2,1,1,1,1,90.0,41,4,0
13166,2,1,2,1,1,90.0,31,3,0
13166,2,1,2,1,1,90.0,23,3,0
13167,2,1,2,1,1,2.0,28,3,1
13167,2,1,2,1,1,2.0,28,3,1
13168,2,2,2,1,2,90.0,25,5,0
13168,2,2,2,1,2,90.0,48,5,0
13168,2,2,2,1,2,3.0,26,5,1
13168,2,2,2,1,2,3.0,22,5,1
13168,2,2,2,1,2,90.0,45,5,0
13169,2,2,2,1,2,90.0,62,1,0
131610,2,2,2,1,2,90.0,55,3,0
13171,2,1,2,1,1,90.0,31,3,0
13171,2,1,2,1,1,1.0,26,3,1
13172,2,2,1,1,1,1.0,26,4,1
13172,2,2,1,1,1,1.0,26,4,1
13173,2,1,2,1,2,1.0,24,3,1
13173,2,1,2,1,2,1.0,19,3,1
13175,1,1,1,1,1,1.0,58,5,1
13175,1,1,1,1,1,1.0,19,5,1
13175,1,1,1,1,1,1.0,20,5,1
13175,1,1,1,1,1,90.0,44,5,0
13177,2,1,1,1,2,1.0,56,5,1
13177,2,1,1,1,2,1.0,48,5,1
13179,2,1,2,1,1,1.0,32,5,1
13179,2,1,2,1,1,1.0,28,5,1
131710,2,1,2,1,1,90.0,44,5,0
131710,2,1,2,1,1,1.0,42,5,1
13182,2,2,2,1,1,1.0,25,3,1
13182,2,2,2,1,1,90.0,24,3,0
13183,2,2,2,1,1,90.0,66,1,0
13185,2,2,2,1,1,1.0,35,3,1
13185,2,2,2,1,1,1.0,35,3,1
13186,2,2,2,1,1,90.0,61,2,0
13186,2,2,2,1,1,1.0,60,2,1
13187,2,2,2,1,2,90.0,51,2,0
13188,2,1,2,1,1,90.0,62,3,0
13188,2,1,2,1,1,90.0,54,3,0
13188,2,1,2,1,1,1.0,26,3,1
13188,2,1,2,1,1,1.0,21,3,1
13189,2,1,1,1,1,1.0,40,4,1
13189,2,1,1,1,1,1.0,32,4,1
131810,2,1,2,1,1,1.0,36,5,1
131810,2,1,2,1,1,1.0,31,5,1
13191,1,2,1,1,1,1.0,45,3,1
13191,1,2,1,1,1,2.0,45,3,1
13191,1,2,1,1,1,1.0,17,3,1
13192,1,1,2,1,1,90.0,48,4,0
13192,1,1,2,1,1,2.0,47,4,1
13193,2,1,2,1,1,2.0,47,3,1
13193,2,1,2,1,1,1.0,20,3,1
13193,2,1,2,1,1,3.0,45,3,1
13194,1,2,1,1,1,3.0,41,4,1
13194,1,2,1,1,1,3.0,41,4,1
13195,1,2,2,1,1,90.0,48,4,0
13195,1,2,2,1,1,90.0,43,4,0
13195,1,2,2,1,1,1.0,19,4,1
13195,1,2,2,1,1,1.0,19,4,1
13197,1,2,2,1,1,2.0,50,5,1
13197,1,2,2,1,1,1.0,26,5,1
13197,1,2,2,1,1,1.0,24,5,1
13197,1,2,2,1,1,90.0,49,5,0
13198,1,2,1,1,1,1.0,38,4,1
13198,1,2,1,1,1,1.0,38,4,1
13198,1,2,1,1,1,90.0,16,4,0
13199,2,1,1,1,1,90.0,38,4,0
13199,2,1,1,1,1,90.0,33,4,0
131910,2,1,1,1,1,1.0,40,5,1
131910,2,1,1,1,1,1.0,44,5,1
13201,1,2,2,1,2,90.0,52,5,0
13201,1,2,2,1,2,1.0,18,5,1
13201,1,2,2,1,2,1.0,24,5,1
13201,1,2,2,1,2,1.0,16,5,1
13202,2,1,2,1,1,2.0,45,3,1
13202,2,1,2,1,1,1.0,43,3,1
13203,2,1,1,1,1,90.0,34,3,0
13203,2,1,1,1,1,1.0,28,3,1
13204,2,2,2,1,1,90.0,32,4,0
13204,2,2,2,1,1,1.0,29,4,1
13205,2,2,2,1,2,90.0,63,1,0
13206,2,2,2,1,2,1.0,60,3,1
13206,2,2,2,1,2,90.0,53,3,0
13208,2,1,1,1,2,1.0,54,5,1
13208,2,1,1,1,2,90.0,46,5,0
13209,2,2,2,1,2,90.0,23,4,0
13209,2,2,2,1,2,90.0,18,4,0
13209,2,2,2,1,2,2.0,22,4,1
132010,2,2,2,1,2,90.0,45,2,0
132010,2,2,2,1,2,90.0,36,2,0
132010,2,2,2,1,2,90.0,16,2,0
13211,1,1,1,1,1,2.0,64,4,1
13211,1,1,1,1,1,2.0,60,4,1
13213,2,1,2,1,1,90.0,51,3,0
13214,1,1,1,1,1,1.0,45,5,1
13214,1,1,1,1,1,1.0,26,5,1
13214,1,1,1,1,1,1.0,50,5,1
13217,2,1,1,1,2,3.0,36,4,1
13217,2,1,1,1,2,90.0,57,4,0
13218,2,1,2,1,1,1.0,37,5,1
13218,2,1,2,1,1,1.0,34,5,1
13219,2,1,2,1,1,1.0,42,5,1
13219,2,1,2,1,1,1.0,38,5,1
132110,1,2,1,1,1,1.0,47,4,1
132110,1,2,1,1,1,1.0,20,4,1
13221,2,1,2,1,1,1.0,33,5,1
13221,2,1,2,1,1,1.0,28,5,1
13224,2,1,1,1,1,1.0,31,5,1
13224,2,1,1,1,1,1.0,28,5,1
13225,2,2,2,1,1,1.0,63,5,1
13226,2,2,2,1,1,1.0,29,5,1
13228,2,1,2,1,1,1.0,37,5,1
13228,2,1,2,1,1,1.0,36,5,1
13229,2,1,1,1,1,1.0,38,5,1
13229,2,1,1,1,1,1.0,37,5,1
132210,1,1,1,1,1,1.0,55,5,1
132210,1,1,1,1,1,1.0,54,5,1
13231,2,1,1,1,1,90.0,48,5,0
13231,2,1,1,1,1,1.0,38,5,1
13232,2,2,2,1,2,90.0,62,2,0
13232,2,2,2,1,2,90.0,60,2,0
13233,1,1,1,1,1,90.0,44,4,0
13233,1,1,1,1,1,90.0,42,4,0
13233,1,1,1,1,1,1.0,20,4,1
13234,1,1,1,1,1,90.0,71,4,0
13234,1,1,1,1,1,1.0,43,4,1
13234,1,1,1,1,1,1.0,38,4,1
13234,1,1,1,1,1,90.0,62,4,0
13235,2,1,2,1,2,90.0,57,5,0
13235,2,1,2,1,2,1.0,39,5,1
13236,2,1,1,1,2,90.0,53,4,0
13236,2,1,1,1,2,90.0,53,4,0
13236,2,1,1,1,2,1.0,24,4,1
13237,2,2,2,1,1,1.0,30,2,1
13238,2,2,2,1,2,90.0,57,5,0
13238,2,2,2,1,2,90.0,25,5,0
13238,2,2,2,1,2,90.0,50,5,0
13238,2,2,2,1,2,1.0,18,5,1
13238,2,2,2,1,2,1.0,20,5,1
13238,2,2,2,1,2,90.0,17,5,0
13239,1,2,2,1,2,1.0,49,4,1
132310,1,2,2,1,1,90.0,48,2,0
132310,1,2,2,1,1,1.0,17,2,1
13241,2,2,2,1,1,90.0,51,4,0
13241,2,2,2,1,1,1.0,18,4,1
13241,2,2,2,1,1,90.0,47,4,0
13241,2,2,2,1,1,90.0,22,4,0
13242,2,1,2,1,1,1.0,31,5,1
13242,2,1,2,1,1,1.0,29,5,1
13243,2,1,2,1,1,1.0,63,5,1
13243,2,1,2,1,1,1.0,55,5,1
13243,2,1,2,1,1,1.0,21,5,1
13244,2,1,2,1,1,90.0,45,2,0
13244,2,1,2,1,1,90.0,16,2,0
13244,2,1,2,1,1,1.0,45,2,1
13245,2,2,2,1,1,1.0,49,3,1
13245,2,2,2,1,1,90.0,20,3,0
13246,2,1,2,1,1,90.0,38,4,0
13246,2,1,2,1,1,1.0,35,4,1
13247,2,1,1,1,1,1.0,41,5,1
13247,2,1,1,1,1,90.0,40,5,0
13248,2,2,2,1,2,90.0,65,2,0
13248,2,2,2,1,2,90.0,57,2,0
13249,2,1,1,1,1,1.0,39,4,1
13249,2,1,1,1,1,1.0,38,4,1
132410,2,1,2,1,1,1.0,33,4,1
132410,2,1,2,1,1,1.0,32,4,1
13251,1,2,2,1,1,90.0,52,4,0
13251,1,2,2,1,1,1.0,26,4,1
13252,1,2,1,1,1,90.0,58,5,0
13252,1,2,1,1,1,1.0,32,5,1
13252,1,2,1,1,1,1.0,25,5,1
13253,2,2,1,1,2,1.0,45,3,1
13253,2,2,1,1,2,3.0,42,3,1
13253,2,2,1,1,2,1.0,16,3,1
13254,1,2,1,1,1,90.0,57,5,0
13254,1,2,1,1,1,2.0,21,5,1
13254,1,2,1,1,1,1.0,22,5,1
13254,1,2,1,1,1,90.0,16,5,0
